Text,Labels,Mapped_Text
ന ി ല പ ാ ട ു ക ള െ യ ു മ െ ല ് ല ാ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,നിലപാടുകളെയുമ+െല്ലാം
മ ു ള ക ു ക ൃ ഷ ി യ ു ണ ് ട ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,മുളകുകൃഷിയ+ുണ്ട്
എ ന ് ത ു ക ൊ ണ ് ട ാ ണ ്,NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP,എന്തു+കൊണ്ട+ാണ്
ത വ ര യ ു മ െ ല ് ല ാ മ ൊ ന ് ന ാ ന ് ത ര ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,തവരയുമ+െല്ലാമ+ൊന്നാന്തരം
ഗ വ േ ഷ ണ പ ദ ് ധ ത ി ക ള ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ഗവേഷണപദ്ധതികള+ാണ്
മ റ ക ് ക ാ ന ാ വ ാ ത ് ത,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,മറക്കാന+ാവാത്ത
വ െ ള ് ള മ ി വ,NSP NSP NSP NSP NSP SP NSP NSP,വെള്ളമ+ിവ
ഉ ത ് ത ര വ ാ ദ ി ത ് ത ത ് ത ോ ട ൊ പ ് പ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ഉത്തരവാദിത്തത്തോട+ൊപ്പം
ല ഭ ് യ മ ാ യ ി ര ു ന ് ന,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ലഭ്യമ+ായിരുന്ന
ല ഭ ് യ മ ല ് ല ാ ത ് ത,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ലഭ്യമ+ല്ലാത്ത
സ ം ഭ ര ി ക ് ക ാ ന ു മ ി ത ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,സംഭരിക്കാനുമ+ിതു
ത ന ് റ െ യ ാ വ ശ ് യ ത ് ത ി ന ി ണ ങ ് ങ ു ന ് ന ത ാ ണ ൊ ര ു,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP,തന്റെയ+ാവശ്യത്തിന+ിണങ്ങുന്നത+ാണ+ൊരു
ക ു ത ി ക ് ക ു ക യ ാ യ ി ര ു ന ് ന ു വ വ ൻ,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,കുതിക്കുകയ+ായിരുന്നുവ+വൻ
ര ം ഗ ത ് ത െ ത ് ത ി യ ി ര ി ക ് ക ു ന ് ന ു,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,രംഗത്ത+െത്തിയിരിക്കുന്നു
ക ോ ശ ങ ് ങ ള ു ട േ യ ു യ ര ് ന ് ന,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,കോശങ്ങളുടേയ+ുയര്ന്ന
ല ൈ ം ഗ ി ക ഭ ാ ഗ ത ് ത ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ലൈംഗികഭാഗത്ത+ുള്ള
പ ു ക മ റ യ ് ക ് ക പ ് പ ു റ മ ാ ത ി ഥ േ യ ര ാ ജ ് യ ങ ് ങ ള ു ട െ പ ് പ ് ര ച ാ ര ണ ത ് ത ി ന ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,പുകമറയ്ക്കപ്പുറമ+ാതിഥേയരാജ്യങ്ങളുടെപ്പ+്രചാരണത്തിന്
മ ു ല പ ് പ ാ ല ൊ ഴ ി ക െ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,മുലപ്പാല+ൊഴികെ
ഉ ള ് ള ി ല ി ര ി ക ് ക ാ ൻ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ഉള്ളില+ിരിക്കാൻ
ക ാ യ ് ക ് ക ാ റ ു ള ് ള യ ീ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP,കായ്ക്കാറുള്ളയ+ീ
മ ു ര ള ി യ ു ട െ പ ് പ ശ ് ച ാ ത ് ത ല സ ം ഗ ീ ത മ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മുരളിയുടെപ്പ+ശ്ചാത്തലസംഗീതമ+ാണ്
ന ീ ക ് ക ങ ് ങ ള ി ല ൊ ന ് ന ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP,നീക്കങ്ങളില+ൊന്ന+ായി
മ ൂ ല ് യ ങ ് ങ ള ി ല െ പ ് പ ു ന ഃ ക ് ര മ ീ ക ര ണ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മൂല്യങ്ങളിലെപ്പ+ുനഃക്രമീകരണം
അ ശ ് ര ദ ് ധ മ ാ യ ി,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,അശ്രദ്ധമ+ായി
വ ീ ട ് ട ു മ ു റ ് റ ത ് ത െ പ ് പ േ ര മ ര ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വീട്ടുമുറ്റത്തെപ്പ+േരമരം
ക ല ാ പ ര വ ു മ ാ യ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,കലാപരവുമ+ായ
മ ൂ ല മ ൊ ര ു,NSP NSP NSP SP NSP NSP NSP,മൂലമ+ൊരു
ന ി ന ് ന ട ് ട പ ് പ ാ ട ി,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,നിന്ന+ട്ടപ്പാടി
ഇ ള ം ച ൂ ട ു ള ് ള,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ഇളംചൂട+ുള്ള
പ ൂ ണ ് ട യ ൊ ര ാ ൾ ക ് ക ൂ ട ് ട ത ് ത െ യ ാ ണ ്,NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,പൂണ്ടയ+ൊര+ാൾക്കൂട്ടത്തെയ+ാണ്
സ ് ഥ ി ര മ ാ യ,NSP NSP NSP NSP NSP SP NSP NSP,സ്ഥിരമ+ായ
ഗ ത ി ക േ ട ാ ണ ു ്,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ഗതികേട+ാണു്
ഷ ൂ സ ു വ ര െ,NSP NSP NSP SP NSP NSP NSP,ഷൂസു+വരെ
ന ീ ണ ് ട യ ി ട വ േ ള യ ു ട െ യ ാ ല സ ് യ മ ി ല ് ല ാ ത െ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,നീണ്ടയ+ിടവേളയുടെയ+ാലസ്യമ+ില്ലാതെ
എ ത ് ത ു മ െ ന ് ന ു ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,എത്തുമ+െന്നും
വ ി പ ണ ി യ ി ല ി ന ് ത ് യ ക ് ക ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,വിപണിയില+ിന്ത്യക്ക്
വ ര െ പ ് പ റ ് റ ി പ ് പ ി ട ി ച ് ച ്,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,വരെപ്പ+റ്റിപ്പിടിച്ച്
മ ല ി ന ജ ല മ ശ ് ര ദ ് ധ മ ാ യ ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മലിനജലമ+ശ്രദ്ധമ+ായി
ല ഭ ് യ മ ാ യ യ ൊ ര ു,NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP,ലഭ്യമ+ായയ+ൊരു
ഉ ണ ് ട ാ യ ി ര ി ക ് ക ു ക യ ു മ ി ല ് ല,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ഉണ്ടായിരിക്കുകയുമ+ില്ല
ല േ യ ി ല െ ത ് ത ു ക യ ു ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ലേയില+െത്തുകയും
സ ഞ ് ച ാ ര ി ക ൾ ക ് ക ി ട യ ി ല ൂ ട ് ട ി യ ി ൽ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,സഞ്ചാരികൾക്ക+ിടയില+ൂട്ടിയിൽ
സ ൗ ക ര ് യ ങ ് ങ ള െ ക ് ക ു റ ി ച ് ച ു ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,സൗകര്യങ്ങളെക്ക+ുറിച്ചും
ച െ റ ു ക ി ട യ േ ജ ൻ സ ി ക ൾ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ചെറുകിടയ+േജൻസികൾ
പ ് ര ത ി ക ൂ ല ഘ ട ക ങ ് ങ ള െ ക ് ക ു റ ി ച ് ച ു ള ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP,പ്രതികൂലഘടകങ്ങളെക്ക+ുറിച്ച+ുളള
ഉ ണ ് ട െ ങ ് ക ി ല ു ം,NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ഉണ്ട+െങ്കിലും
മ ാ ത ് ര മ ല ് ല യ വ ി ക സ ി ത ര ാ ജ ് യ ങ ് ങ ൾ ക ് ക ന ു ക ൂ ല മ ാ യ ി,NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP,മാത്രമ+ല്ലയ+വികസിതരാജ്യങ്ങൾക്ക+നുകൂലമ+ായി
ന മ ു ക ് ക ു ണ ് ട ാ ക ു ന ് ന,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,നമുക്ക+ുണ്ടാകുന്ന
ഉ ള ് ള യ ൂ ന ് ന ൽ ‍,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ഉള്ളയ+ൂന്നൽ‍
മ ാ സ ത ് ത ി ല ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മാസത്തില+ൊരു
ക ാ ർ ദ ു ങ ് ‌ ല ാ പ ാ സ ി ല േ ക ് ക ാ യ ി ര ു ന ് ന ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,കാർദുങ്‌ലാപാസിലേക്ക+ായിരുന്നു
ച ി ക ി ത ് സ ക ് ക ി ൻ സ ു ല ി ൻ,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ചികിത്സക്ക+ിൻസുലിൻ
മ ാ ത ൃ ഭ ാ ഷ യ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,മാതൃഭാഷയ+ാണ്
ര ോ ഗ ത ് ത െ ക ് ക ു റ ി ച ് ച ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,രോഗത്തെക്ക+ുറിച്ച്
ത ന ് ന െ ത ് ത ു ട ങ ് ങ ു ക യ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,തന്നെത്ത+ുടങ്ങുകയ+ാണ്
വ ര ് ഷ ങ ് ങ ള ി ല ാ യ ി ര ു ന ് ന ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,വര്ഷങ്ങളില+ായിരുന്നു
ജ ന ു സ ് സ ു ക ള െ യ ാ ക െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,ജനുസ്സുകളെയ+ാകെ
വ ന ് ന ത ു മ ാ ശ ് വ ാ സ മ ാ യ ി,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വന്നതുമ+ാശ്വാസമ+ായി
പ ് ര ച ര ി ക ് ക ു ക യ ു ണ ് ട ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,പ്രചരിക്കുകയ+ുണ്ടായി
അ ത ി ന ാ ഫ ് ര ി ക ് ക യ ് ക ് ക ്,NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,അതിന+ാഫ്രിക്കയ്ക്ക്
ക ൃ ഷ ് ണ ാ വ ത ാ ര ത ് ത ി ന ു ശ േ ഷ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,കൃഷ്ണാവതാരത്തിനു+ശേഷം
പ ണ ് ട ൊ ക ് ക െ ക ് ക ോ വ ള ം,NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,പണ്ട+ൊക്കെക്ക+ോവളം
ഇ പ ് പ ോ ള വ യ െ,NSP NSP NSP NSP NSP SP NSP NSP NSP,ഇപ്പോള+വയെ
ക ൊ ണ ് ട ു ത ന ് ന െ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,കൊണ്ടു+തന്നെ
സ ഹ ാ യ ത ് ത ോ ട െ ത ് ത ന ് ന െ യ ാ ണ ി വ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP SP NSP NSP,സഹായത്തോടെത്ത+ന്നെയ+ാണ+ിവ
ഒ ര ു ത ു ള ് ള ി,NSP NSP SP NSP NSP NSP NSP NSP NSP,ഒരു+തുള്ളി
ന ി ത ് യ ാ വ ക ാ ശ ി യ ാ യ ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,നിത്യാവകാശിയ+ായി
വ ള ് ള ി ച ് ച െ ട ി ക ള െ ന ് ന യ ി വ യ ് ക ് ക ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,വള്ളിച്ചെടികള+െന്നയ+ിവയ്ക്ക്
ക ൂ മ ് പ ാ ര മ ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,കൂമ്പാരമ+ാണ്
ന ി റ യ െ യ ാ ന പ ി ണ ് ട ങ ് ങ ള ു ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,നിറയെയ+ാനപിണ്ടങ്ങളും
ക ൂ ട ് ട മ ാ യ ി യ െ ത ് ത ു ന ് ന ത ൊ ര ു,NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,കൂട്ടമ+ായിയ+െത്തുന്നത+ൊരു
യ ാ ത ് ര ക ് ക ാ ര ൊ ര ി ട ത ് ത േ യ ് ക ് ക ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,യാത്രക്കാര+ൊര+ിടത്തേയ്ക്ക്
ല ാ ള ി ത ് യ ത ് ത ി ന ാ യ ി യ ഴ ി ച ് ച ു പ ണ ി ക ൾ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ലാളിത്യത്തിന+ായിയ+ഴിച്ചുപണികൾ
ന ശ ി ച ് ച ു പ ോ ക ു മ ് പ ോ ള ി ൻ സ ു ല ി ന ു ണ ് ട ാ ക ് ക ാ ന ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,നശിച്ചുപോകുമ്പോള+ിൻസുലിന+ുണ്ടാക്കാന+ുള്ള
ത യ ് യ ാ റ ാ യ ി,NSP NSP NSP NSP NSP SP NSP NSP NSP,തയ്യാറ+ായി
വ ൈ വ ി ദ ് ധ ് യ മ ാ ർ ന ് ന,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വൈവിദ്ധ്യമ+ാർന്ന
ന മ ു ക ് ക ൊ പ ് പ ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,നമുക്ക+ൊപ്പം
ആ യ ു ധ ങ ് ങ ള ാ ക ് ക ി,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ആയുധങ്ങള+ാക്കി
ക ഴ ി യ ു മ ് പ ോ ള ി ന ് ത ് യ യ ി ല െ ത ് ത ു മ ് പ ോ ള ത ി ന ് റ െ,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,കഴിയുമ്പോള+ിന്ത്യയില+െത്തുമ്പോള+തിന്റെ
ക ു റ വ ാ ണ െ ന ് ന ്,NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP,കുറവ+ാണ+െന്ന്
സ ാ മ ് പ ത ് ത ി ക മ ാ യ യ ു ള ് ക ് ക ര ു ത ് ത ോ വ ി ല ് ല,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,സാമ്പത്തികമ+ായയ+ുള്ക്കരുത്തോവ+ില്ല
മ ന സ ് സ ു ക ള ി ല ോ ട ി ക ് ക ൂ ട ാ റ ു ണ ് ട ്,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,മനസ്സുകളില+ോടിക്കൂടാറുണ്ട്
ര ണ ് ട ര യ േ ക ് ക റ ി ൽ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,രണ്ടരയ+േക്കറിൽ
സ മ ര ത ് ത ി ല ാ ണ ്,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,സമരത്തില+ാണ്
ന മ ് മ െ പ ് പ ് ര ാ പ ് ത ര ാ ക ് ക ാ ത ി ര ി ക ് ക ി ല ് ല,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,നമ്മെപ്പ+്രാപ്തര+ാക്കാതിരിക്കില്ല
ഗ ു ഹ യ ി ല െ ത ് ത ു ന ് ന യ ാ ര ു ട െ യ ു ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ഗുഹയില+െത്തുന്നയ+ാരുടെയും
ഒ ര ാ ല ി ം ഗ ന മ ോ,NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ഒര+ാലിംഗനമോ
വ ി ഭ വ ശ േ ഷ ി യ ു ട െ ക ് ക ാ ര ് യ ത ് ത ി ൽ ‍,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,വിഭവശേഷിയുടെക്ക+ാര്യത്തിൽ‍
ക ാ ട ി ന ു ള ് ള ി ല ു ം,NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,കാടിന+ുള്ളിലും
ച ി ക ി ത ് സ യ ി ല ി ര ി ക ് ക ു ന ് ന വ ർ ക ് ക ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ചികിത്സയില+ിരിക്കുന്നവർക്ക+ുള്ള
വ ് യ ത ് യ ാ സ മ ി ല ് ല ‌,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,വ്യത്യാസമ+ില്ല‌
സ ് വ ന ് ത മ ാ യ,NSP NSP NSP NSP NSP NSP SP NSP NSP,സ്വന്തമ+ായ
ആ റ ര യ േ ാ ട െ ത ് ത ാ മ സ സ ് ഥ ല ത ് ത െ ത ് ത ി,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ആറരയോടെത്ത+ാമസസ്ഥലത്ത+െത്തി
ക ൊ ത ് ത മ ല ് ല ി യ ി വ യ ൽ പ ് പ ം,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP,കൊത്തമല്ലിയ+ിവയ+ൽപ്പം
ന ി ന ് ന ു മ ു ണ ര ാ ൻ,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,നിന്നുമ+ുണരാൻ
ച െ ക ് ക ന ി പ ് പ െ ാ,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,ചെക്കന+ിപ്പൊ
സ പ ് ത ം ബ ര ാ യ പ ് പ ോ ഴ േ ക ് ക ു ം,NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,സപ്തംബര+ായപ്പോഴേക്കും
സ ാ ധ ാ ര ണ ര ീ ത ി യ ി ല ു ള ് ള,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,സാധാരണരീതിയില+ുള്ള
വ േ ണ ് ട ത െ ല ് ല ാ ം,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,വേണ്ടത+െല്ലാം
ത ാ റ ു മ ാ റ ാ ക ു ന ് ന ത ാ ണ ോ ര ് മ ് മ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP,താറുമാറാകുന്നത+ാണ+ോര്മ്മ
പ ദ ് ധ ത ി യ ി ല ം ഗ മ ാ ക ാ ൻ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP,പദ്ധതിയില+ംഗമ+ാകാൻ
സ ് ഥ ല ങ ് ങ ള ി ല െ ത ് ത ു ന ് ന,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,സ്ഥലങ്ങളില+െത്തുന്ന
മ ന ോ ഹ ര മ ാ യ,NSP NSP NSP NSP NSP SP NSP NSP,മനോഹരമ+ായ
ഉ പ യ ോ ഗ പ ് പ െ ട ു ത ് ത ാ ന ാ വ ു മ ോ,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP,ഉപയോഗപ്പെടുത്താന+ാവുമോ
ച െ ല ു ത ് ത ി യ െ ങ ് ക ി ല േ,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP,ചെലുത്തിയ+െങ്കിലേ
ത ന ് ന െ യ വ ധ ി ക ് ക ാ ല,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,തന്നെയ+വധിക്കാല
വ ി ശ ി ഷ ് ട മ ാ യ,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP,വിശിഷ്ടമ+ായ
ഇ ത ൊ ക ് ക െ യ ാ ണ െ ങ ് ക ി ല ു ം,NSP SP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP,ഇത+ൊക്കെയ+ാണ+െങ്കിലും
ക ് ഷ േ ത ് ര മ ാ യ ു ം,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP,ക്ഷേത്രമ+ായും
ഡ െ ൽ ഫ ി യ ു മ ൊ ള ി മ ് പ യ യ ു ം,NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP,ഡെൽഫിയുമ+ൊളിമ്പയയും
അ വ ി ട െ യ ാ യ ി ര ു ന ് ന ു,NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP,അവിടെയ+ായിരുന്നു
പ ് ര യ ോ ജ ന പ ് പ െ ട ു മ െ ന ് ന ത ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP,പ്രയോജനപ്പെടുമ+െന്നതു
വ ി ക സ ന ധ ് ര ു വ മ ാ വ ു മ െ ന ് ന,NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP,വികസനധ്രുവമ+ാവുമ+െന്ന
വ ൈ ഷ മ ് യ ങ ് ങ ള ു ണ ് ട ാ യ ി ര ു ന ് ന യ ൊ ര ു,NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP,വൈഷമ്യങ്ങള+ുണ്ടായിരുന്നയ+ൊരു
മ ര ം പ ോ ല െ,NSP NSP SP NSP NSP NSP NSP,മരം+പോലെ
മ ാ റ ് റ ങ ് ങ ള ു ണ ് ട ാ ക ണ മ െ ങ ് ക ി ല ത ്,NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP,മാറ്റങ്ങള+ുണ്ടാകണമ+െങ്കില+ത്
ന ി ല യ ി ല ാ യ ി,NSP NSP NSP NSP NSP SP NSP NSP NSP,നിലയില+ായി
