Text,Marked,Labels
एकशालायाष्ठजन्यतरस्याम्,एकशालायाः+ठच्+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
कर्कलोहितादीकक्,कर्कलोहितात्+ईकक्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
पूगाञ्ञ्योऽग्रामणीपूर्वात्‌,पूगात्+ञ्यः+अग्रामणीपूर्वात्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
व्रातच्फञोरस्त्रियाम्,व्रातच्फञोः+अस्त्रियाम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
आयुधजीविसंघाञ्ञ्यड्वाहीकेष्वब्राह्मणराजन्यात्‌,आयुधजीविसङ्‍घात्+ञ्यट्+वाहीकेषु+अब्राह्मणराजन्यात्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
वृकाट्टेण्यण्,वृकात्+टेण्यण्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
दामन्यादित्रिगर्तषष्ठाच्छः,दामन्यादित्रिगर्तषष्ठात्+छः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
पर्श्वादियौधेयादिभ्यामणञौ,पर्श्वादियौधेयादिभ्याम्+अणञौ, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
'अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणो यञ्,अभिजिद्विदभृच्छालावच्छिखावच्छमीवदूर्णावच्छ्रुमदणः+यञ्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
ञ्य्आदयस्तद्राजाः,ञ्यादयः+तद्राजाः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
पादशतस्य संख्याऽऽदेर्वीप्सायां वुन् लोपश्च,पादशतस्य+संख्याऽऽदेः+वीप्सायाम्+वुन्+लोपः+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP
दण्डव्यवसर्गयोश्च,दण्डव्यवसर्गयोः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अनत्यन्तगतौ क्तात्‌,अनत्यन्तगतौ+क्तात्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
बृहत्या आच्छादने,बृहत्याः+आच्छादने, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अषडक्षाशितङ्ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्‌ खः,अषडक्षाशितङ्‍ग्वलंकर्मालम्पुरुषाध्युत्तरपदात्+खः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP
विभाषा अञ्चेरदिक्स्त्रियाम्,विभाषा+अञ्चेः+अदिक्स्त्रियाम्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
जात्यन्ताच्छ बन्धुनि,जात्यन्तात्+छ+बन्धुनि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
स्थानान्ताद्विभाषा सस्थानेनेति चेत्‌,स्थानान्तात्+विभाषा+सस्थानेन्+इति+चेत्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP
किमेत्तिङव्ययघादाम्वद्रव्यप्रकर्षे,किमेत्तिङव्ययघात्+आमु+अद्रव्यप्रकर्षे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अमु च च्छन्दसि,अमु+च+छन्दसि, NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
अनुगादिनष्ठक्,अनुगादिनः+ठक्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
णचः स्त्रियामञ्,णचः+स्त्रियाम्+अञ्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
अणिनुणः,अण्+इनुणः, NSP NSP NSP SP NSP NSP NSP NSP NSP
विसारिणो मत्स्ये,विसारिणः+मत्स्ये, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
एकस्य सकृच्च,एकस्य+सकृत्+च, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP
विभाषा बहोर्धाऽविप्रकृष्टकाले,विभाषा+बहोः+धा+अविप्रकृष्टकाले, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
समूहवच्च बहुषु,समूहवत्+च+बहुषु, NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP
अनन्तावसथेतिहभेषजाञ्ञ्यः,अनन्तावसथेतिहभेषजात्+ञ्यः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
देवतान्तात्तादर्थ्ये यत्‌,देवतान्तात्+तादर्थ्ये+यत्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
पादार्घाभ्यां च,पादार्घाभ्याम्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
अतिथेर्ञ्यः,अतिथेः+ञ्यः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
लोहितान्मणौ,लोहितात्+मणौ, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
वर्णे चानित्ये,वर्णे+च+अनित्ये, NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
कालाच्च,कालात्+च, NSP NSP NSP NSP NSP NSP SP NSP
विनयादिभ्यष्ठक्,विनयादिभ्यः+ठक्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
वाचो व्याहृतार्थायाम्,वाचः+व्याहृतार्थायाम्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
तद्युक्तात्‌ कर्मणोऽण्,तद्युक्तात्+कर्मणः+अण्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
ओषधेरजातौ,ओषधेः+अजातौ, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
प्रज्ञादिभ्यश्च,प्रज्ञादिभ्यः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
मृदस्तिकन्,मृदः+तिकन्, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
वृकज्येष्ठाभ्यां तिल्तातिलौ च च्छन्दसि,वृकज्येष्ठाभ्याम्+तिल्तातिलौ+च+छन्दसि, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
बह्वल्पार्थाच्छस् कारकादन्यतरस्याम्,बह्वल्पार्थात्+शस्+कारकात्+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
संख्यैकवचनाच्च वीप्सायाम्,सङ्‍ख्यैकवचनात्+च+वीप्सायाम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
प्रतियोगे पञ्चम्यास्तसिः,प्रतियोगे+पञ्चम्याः+तसिः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
अपादाने चाहीयरुहोः,अपादाने+च+अहीयरुहोः, NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अतिग्रहाव्यथनक्षेपेष्वकर्तरि तृतीयायाः,अतिग्रहाव्यथनक्षेपेषु+अकर्तरि+तृतीयायाः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
हीयमानपापयोगाच्च,हीयमानपापयोगात्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
षष्ठ्या व्याश्रये,षष्ठ्याः+व्याश्रये, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
रोगाच्चापनयने,रोगात्+च+अपनयने, NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
अरुर्मनश्चक्षुश्चेतोरहोरजसां लोपश्च,अरुर्मनश्चक्षुश्चेतोरहोरजसाम्+लोपः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP
देवमनुष्यपुरुषमर्त्येभ्यो द्वितीयासप्तम्योर्बहुलम्,देवमनुष्यपुरुषमर्त्येभ्यः+द्वितीयासप्तम्योः+बहुलम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
अव्यक्तानुकरणाद्द्व्यजवरार्धादनितौ डाच्,अव्यक्तानुकरणात्+द्‍व्यजवरार्धात्+अनितौ+डाच्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
कृञो द्वितीयतृतीयशम्बबीजात्‌ कृषौ,कृञः+द्वितीयतृतीयशम्बबीजात्+कृषौ, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
संख्यायाश्च गुणान्तायाः,सङ्‍ख्यायाः+च+गुणान्तायाः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
समयाच्च यापनायाम्,समयात्+च+यापनायाम्, NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
सपत्त्रनिष्पत्रादतिव्यथने,सपत्रनिष्पत्रात्+अतिव्यथने, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
निष्कुलान्निष्कोषणे,निष्कुलात्+निष्कोषणे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
सुखप्रियादानुलोम्ये,सुखप्रियात्+आनुलोम्ये, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
दुःखात्‌ प्रातिलोम्ये,दुःखात्+प्रातिलोम्ये, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
शूलात्‌ पाके,शूलात्+पाके, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
सत्यादशपथे,सत्यात्+अशपथे, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
मद्रात्‌ परिवापणे,मद्रात्+परिवापणे, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
न पूजनात्‌,न+पूजनात्, NSP SP NSP NSP NSP NSP NSP NSP NSP
नञस्तत्पुरुषात्‌,नञः+तत्पुरुषात्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पथो विभाषा,पथः+विभाषा, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
बहुव्रीहौ संख्येये डजबहुगणात्‌,बहुव्रीहौ+संख्येये+डच्+अबहुगणात्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
ऋक्पूरप्धूःपथामानक्षे,ऋक्पूरप्धूःपथाम्+अ+अनक्षे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
अच्‌ प्रत्यन्ववपूर्वात्‌ सामलोम्नः,अच्+प्रत्यन्ववपूर्वात्+सामलोम्नः, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अक्ष्णोऽदर्शनात्‌,अक्ष्णः+अदर्शनात्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अवसमन्धेभ्यस्तमसः,अवसमन्धेभ्यः+तमसः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
श्वसो वसीयःश्रेयसः,श्वसः+वसीयःश्रेयसः, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अन्ववतप्ताद्रहसः,अन्ववतप्तात्+रहसः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
प्रतेरुरसः सप्तमीस्थात्‌,प्रतेः+उरसः+सप्तमीस्थात्, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अनुगवमायामे,अनुगवम्+आयामे, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
उपसर्गादध्वनः,उपसर्गात्+अध्वनः, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
तत्पुरुषस्याङ्गुलेः संख्याऽव्ययादेः,तत्पुरुषस्य+अङ्‍गुलेः+सङ्‍ख्याऽव्ययादेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अहस्सर्वैकदेशसंख्यातपुण्याच्च रात्रेः,अहस्सर्वैकदेशसंख्यातपुण्यात्+च+रात्रेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
अह्नोऽह्न एतेभ्यः,अह्नः+अह्नः+एतेभ्यः, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
न संख्याऽऽदेः समाहारे,न+सङ्‍ख्याऽऽदेः+समाहारे, NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
उत्तमैकाभ्यां च,उत्तमैकाभ्याम्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
राजाऽहस्सखिभ्यष्टच्‌,राजाऽहस्सखिभ्यः+टच्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
गोरतद्धितलुकि,गौः+अतद्धितलुकि, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अग्राख्यायामुरसः,अग्राख्यायाम्+उरसः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
अनोऽश्मायस्सरसाम् जातिसंज्ञयोः,अनः+अश्मायस्सरसाम्+जातिसंज्ञयोः, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
ग्रामकौटाभ्यां च तक्ष्णः,ग्रामकौटाभ्याम्+च+तक्ष्णः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
उपमानादप्राणिषु,उपमानात्+अप्राणिषु, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उत्तरमृगपूर्वाच्च सक्थ्नः,उत्तरमृगपूर्वात्+च+सक्थ्‍नः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
नावो द्विगोः,नावः+द्विगोः, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अर्धाच्च,अर्धात्+च, NSP NSP NSP NSP NSP NSP NSP SP NSP
द्वित्रिभ्यामञ्जलेः,द्वित्रिभ्याम्+अञ्जलेः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अनसन्तान्नपुंसकाच्छन्दसि,अनसन्तात्+नपुंसकात्+छन्दसि, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ब्रह्मणो जानपदाख्यायाम्,ब्रह्मणः+जानपदाख्यायाम्, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
कुमहद्भ्यामन्यतरस्याम्‌,कुमहद्‍भ्याम्+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
द्वंद्वाच्चुदषहान्तात् समाहारे,द्वन्द्वात्+चुदषहान्तात्+समाहारे, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
अनश्च,अनः+च, NSP NSP NSP SP NSP
नपुंसकादन्यतर्अस्याम्,नपुंसकात्+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
गिरेश्च सेनकस्य,गिरेः+च+सेनकस्य, NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP
बहुव्रीहौ सक्थ्यक्ष्णोः स्वाङ्गात्‌ षच्,बहुव्रीहौ+सक्थ्यक्ष्णोः+स्वाङ्गात्+षच्, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
अङ्गुलेर्दारुणि,अङ्‍गुलेः+दारुणि, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
द्वित्रिभ्यां ष मूर्ध्नः,द्वित्रिभ्याम्+ष+मूर्ध्नः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अन्तर्बहिर्भ्यां च लोम्नः,अन्तर्बहिर्भ्याम्+च+लोम्नः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP
अञ्नासिकायाः संज्ञायां नसं चास्थूलात्‌,अच्+नासिकायाः+संज्ञायाम्+नसम्+च+अस्थूलात्, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उपसर्गाच्च,उपसर्गात्+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
नञ्दुःसुभ्यो हलिसक्थ्योरन्यतरस्याम्,नञ्दुःसुभ्यः+हलिसक्थ्योः+अन्यतरस्याम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
नित्यमसिच् प्रजामेधयोः,नित्यम्+असिच्+प्रजामेधयोः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
बहुप्रजाश्छन्दसि,बहुप्रजाः+छन्दसि, NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
धर्मादनिच् केवलात्‌,धर्मात्+अनिच्+केवलात्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
द्विदण्ड्यादिभ्यश्च,द्विदण्ड्यादिभ्यः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
प्रसम्भ्यां जानुनोर्ज्ञुः,प्रसम्भ्याम्+जानुनोः+ज्ञुः, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
ऊधसोऽनङ्,ऊधसः+अनङ्, NSP NSP NSP NSP SP NSP NSP NSP NSP
धनुषश्च,धनुषः+च, NSP NSP NSP NSP NSP SP NSP
जायाया निङ्,जायायाः+निङ्, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
गन्धस्येदुत्पूतिसुसुरभिभ्यः,गन्धस्य+इत्+उत्पूतिसुसुरभिभ्यः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
उपमानाच्च,उपमानात्+च, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
पादस्य लोपोऽहस्त्यादिभ्यः,पादस्य+लोपः+अहस्त्यादिभ्यः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
स्त्रियां संज्ञायाम्,स्त्रियाम्+संज्ञायाम्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
अग्रान्तशुद्धशुभ्रवृषवराहेभ्यश्च,अग्रान्तशुद्धशुभ्रवृषवराहेभ्यः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
ककुदस्यावस्थायां लोपः,ककुदस्य+अवस्थायाम्+लोपः, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
उद्विभ्यां काकुदस्य,उद्विभ्याम्+काकुदस्य, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
पूर्णाद्विभाषा,पूर्णात्+विभाषा, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
उरःप्रभृतिभ्यः कप्‌,उरःप्रभृतिभ्यः+कप्, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
नद्यृतश्च,नद्यृतः+च, NSP NSP NSP NSP NSP NSP NSP SP NSP
शेषाद्विभाषा,शेषात्+विभाषा, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
ईयसश्च,ईयसः+च, NSP NSP NSP NSP SP NSP
ऋतश्छन्दसि,ऋतः+छन्दसि, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
निष्प्रवाणिश्च,निष्प्रवाणिः+च, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP
एकाचो द्वे प्रथमस्य,एकाचः+द्वे+प्रथमस्य, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
अजादेर्द्वितीयस्य,अजादेः+द्वितीयस्य, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
पूर्वोऽभ्यासः,पूर्वः+अभ्यासः, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
जक्षित्यादयः षट्,जक्ष्+इत्यादयः+षट्, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
तुजादीनां दीर्घोऽभ्यासस्य,तुजादीनाम्+दीर्घः+अभ्यासस्य, NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
